Name,Volume
TurtleCoin,"$         49,457.3341"
Verso,"$         35,491.1774"
AICHAIN,$              0.0000
OpenWorld,"$        105,583.6547"
FujiCoin,$              0.0000
Lightning Bitcoin,"$        110,398.6948"
Drops Ownership Power,"$        780,790.1400"
Coreto,"$         18,294.2709"
NextDAO,"$        245,521.0618"
IoT Chain,"$        434,408.4621"
UREEQA,$            374.5192
BlackHat,"$        122,726.9800"
UBXS Token,"$        364,136.5031"
Kineko,"$         16,939.6505"
Ryo Currency,"$          3,720.9234"
Education Ecosystem,$              2.9291
Oduwacoin,"$          7,959.3849"
Viacoin,"$          6,876.5014"
Lendingblock,"$         12,980.7867"
SafeBlast,"$        248,294.6919"
Mytheria,"$         72,121.1845"
SIRIN LABS Token,"$          3,825.5845"
DRIFE,"$         66,046.7181"
DinoX,"$        675,159.1714"
PERI Finance,"$        691,538.4796"
Ycash,$            367.4736
Essentia,"$         26,987.7356"
MAX Exchange Token,"$         52,145.7939"
PulsePad,"$        259,211.2169"
Defina Finance,"$      1,459,329.3571"
SonoCoin,$              0.0000
Launchblock.com,"$         17,444.9905"
yieldwatch,"$         23,808.1415"
PRivaCY Coin,"$        152,750.1145"
Global Cryptocurrency,$              0.0000
Ideaology,"$      1,020,594.6388"
Quark,"$        109,979.0893"
UTU Protocol,"$          2,367.3598"
PolkaWar,"$        197,066.4806"
AmonD,"$          3,703.8008"
Zenfuse,"$         59,468.1368"
LINKA,"$         17,044.2616"
Global Social Chain,"$          3,599.7944"
Genesis Vision,"$          5,849.2420"
Dragon Kart,"$         56,977.2771"
MetaverseX,"$         59,698.6742"
Mind Music,"$        121,897.4826"
Sumokoin,"$         10,197.7647"
Zloadr,$              0.0000
Open Platform,"$         29,454.3848"
THEKEY,"$        192,288.6614"
Buying.com,"$        239,598.5644"
Cornichon,"$          7,943.5920"
Shard,"$          7,351.6581"
Flamengo Fan Token,"$         58,367.2403"
Carbon,"$         36,830.3291"
Dexsport,"$        184,362.1626"
Memetic / PepeCoin,$             15.4730
1irstcoin,"$          3,819.2941"
Centaur,"$         41,415.7275"
Helmet.insure,"$        230,260.6268"
Chronicle,"$        620,694.7787"
VNX,$              0.0000
WePower,$            566.2525
PumaPay,"$         10,179.3183"
Lokr,"$        316,872.9512"
Mochimo,$              0.0000
S4FE,$             10.0822
Xensor,"$         41,777.6900"
xRhodium,"$          5,842.9241"
DAV Coin,"$          2,771.4766"
Q DAO Governance token v1.0,$              0.0000
Game.com,"$         47,798.0050"
Bistroo,"$         49,971.8052"
SuperLauncher,"$          3,914.1711"
Antiample,$              0.0000
ShopNEXT,"$        221,249.1418"
PotCoin,"$          1,519.6086"
YOYOW,"$         50,007.6469"
Standard Protocol,"$        242,403.8780"
Nafter,"$      1,423,258.4463"
Scala,"$          4,838.5832"
Fractal,"$        111,702.3086"
DMM: Governance,"$        759,548.9153"
Argentine Football Association Fan Token,"$          5,484.6139"
Medicalchain,"$         24,595.1194"
SINOVATE,"$        110,800.6058"
TronEuropeRewardCoin,$              6.6631
Humaniq,"$         39,668.1932"
Polis,"$          8,832.3709"
Ethereum Gold Project,$              0.0000
Falconswap,"$         54,202.2189"
Silva Token,"$        159,297.0779"
FedoraCoin,"$         39,644.4091"
Genesis Worlds,"$         12,524.8754"
Swarm,"$          1,458.0524"
VisionGame,"$        922,530.2651"
Litex,"$        363,123.7383"
Skrumble Network,"$         73,432.0092"
DragonVein,$            402.1142
Rise,$            782.3758
Digix Gold Token,"$          1,694.3333"
DinoSwap,"$         15,067.2498"
Corra.Finance,"$          1,962.4024"
Davinci Coin,"$        147,369.1890"
Ruff,"$      3,218,507.7685"
CryptoZoon,"$        871,980.6053"
8PAY,"$         99,252.4833"
My Master War,"$        112,030.6241"
WeOwn,"$         64,718.9389"
Portugal National Team Fan Token,"$         64,627.4383"
Golos Blockchain,$            422.7855
ASKO,"$         84,056.2231"
Autonio,"$        123,294.8650"
Bitcoin Atom,$             47.1862
PetroDollar,$              0.0000
Spectre.ai Utility Token,$              0.0000
KanadeCoin,$              0.0000
Oikos,"$         21,424.7562"
NearPad,"$         77,234.6863"
BankerDoge,$              3.4476
S.C. Corinthians Fan Token,"$         49,356.7496"
Redpanda Earth,"$        157,315.4724"
BitBall,"$        111,896.5540"
Handy,"$         32,717.0734"
EarthFund,"$      2,442,925.8046"
PhoenixDAO,"$         77,065.1461"
LanaCoin,$              0.0000
Wings,$              6.9770
CropperFinance,"$         15,744.2795"
Tripio,"$         59,074.6372"
PIXEL,"$          4,069.2294"
ESBC,$              0.0000
Baanx,"$         13,032.9628"
LaunchZone,"$        300,235.8423"
Cappasity,"$        181,985.4839"
Golff,"$      4,542,282.4087"
Unification,"$        130,219.0979"
Vanilla Network,"$          1,400.1106"
Ixcoin,$              0.0000
OceanEx Token,"$          5,494.9681"
FYDcoin,"$          2,636.0809"
CannabisCoin,$             11.1543
SHIBAVAX,$            638.8077
AtromG8,"$         38,073.4119"
B-cube.ai,"$          6,160.8000"
XMax,"$      1,411,959.3388"
Unicly Hashmasks Collection,$              0.0000
HitChain,"$        837,717.6220"
Everton Fan Token,$            819.8890
Crowny,"$        134,701.6289"
Aston Martin Cognizant Fan Token,"$        100,878.9755"
Dynamic,$             31.7595
Aeon,$            624.1564
Nuco.cloud,"$         38,680.1752"
BEMIL Coin,"$         29,946.1534"
Falcon Project,$            153.0544
PlayFuel,"$      1,409,385.1415"
Snetwork,$             91.5519
SEEN,$            570.6222
Rune Shards,"$          3,906.2357"
Typerium,$             16.4741
BonusCloud,"$         26,604.4363"
Trittium,"$          6,059.2727"
OST,"$         28,725.6045"
Naka Bodhi Token,"$        158,009.6941"
Dev Protocol,"$         14,434.8361"
Ancient Kingdom,"$        192,923.7310"
Cat Token,$              0.0000
Signature Chain,$            705.5192
1X2 COIN,$              0.0000
Spore,"$          6,706.2607"
BitcoinHD,"$      1,308,615.2174"
Reward Hunters Token,"$          3,237.6278"
Tidal Finance,"$      2,782,823.3428"
Aston Villa Fan Token,"$        112,968.0579"
Raze Network,"$        452,152.2834"
Polyient Games Governance Token,"$         18,449.2751"
PayPie,$              0.1462
FintruX Network,$             40.7852
APYSwap,"$         80,842.9294"
Evedo,"$        306,565.6225"
Cook Finance,"$        296,401.4584"
DOS Network,"$         79,542.9218"
Leverj Gluon,$            115.5634
Tapmydata,$              0.0000
Wicrypt,"$        154,827.2600"
SUBX FINANCE LAB,"$        249,878.9114"
DAOstack,$            350.4988
Innovation Blockchain Payment,"$        322,321.6462"
Sypool,"$        666,445.6580"
Vidulum,"$          1,483.9683"
SynchroBitcoin,$              7.6794
PRIVATEUM INITIATIVE,$              0.0000
HeroesTD,"$         36,954.3125"
Darwinia Commitment Token,"$         53,678.1569"
Kcash,"$        887,669.2455"
Governor DAO,"$         39,394.1592"
X8X Token,"$          1,654.2572"
Debitum,"$         87,063.1914"
Alfa Romeo Racing ORLEN Fan Token,"$         76,022.9176"
Venus BCH,$              0.0000
TripCandy,"$        168,615.8727"
MediShares,"$         35,272.9045"
Aitra,$              0.0000
MurAll,"$         93,646.8422"
Swace,$             16.8624
Public Index Network,$            662.4844
UCA Coin,"$          1,710.7525"
Mrweb Finance,"$      1,713,137.2745"
Bob's Repair,$            581.7617
Elamachain,"$         33,228.9340"
Tadpole Finance,"$          2,790.9960"
Smaugs NFT,"$        185,644.4502"
CoTrader,$            270.7899
xHashtag DAO,"$        603,783.2437"
Bitgesell,$              0.0000
iEthereum,"$          1,691.7625"
UnlimitedIP,"$        516,548.7441"
Ares Protocol,"$        102,154.1599"
Streamity,$              0.0000
Base Protocol,"$         24,369.7499"
Hashgard,"$         30,975.7433"
Actinium,"$         17,464.8918"
Amon,$            837.4683
BHO Network,"$        209,302.7997"
2crazyNFT,"$         87,692.4914"
Clube Atlético Mineiro Fan Token,"$         45,279.0753"
DogeCash,$            923.3265
Karbo,$              8.0150
Gamerse,"$        109,125.0208"
DePay,"$          6,339.7802"
DATA,"$      1,401,369.1373"
Multiplier,$            491.5897
Unitrade,"$         75,915.3642"
Indexed Finance,"$         43,883.0992"
DeHive,"$         94,127.7751"
AirNFTs,"$          7,732.8667"
HollyGold,"$         30,207.1827"
Omlira,"$         52,373.4798"
Gravity Finance,"$          1,313.2095"
TradeStars,"$          1,177.7771"
Phoenixcoin,$            260.2816
Formation Fi,"$      2,110,655.8448"
Scry.info,"$         41,031.1178"
Forefront,$            426.8518
Primas,"$      1,802,679.6761"
Young Boys Fan Token,"$         81,745.2756"
XP NETWORK,"$        149,675.6636"
eXPerience Chain,$              0.0000
Waterfall DeFi,"$          8,403.2215"
Blue Protocol,$              0.0000
ADAMANT Messenger,$              0.0000
DigitalNote,"$         12,341.1883"
HOMIHELP,$              0.0000
Polinate,"$         13,080.5342"
Sao Paulo FC Fan Token,"$         48,733.0403"
Chainswap,"$          1,237.1612"
Spores Network,"$        181,156.6982"
Creaticles,"$        109,615.0745"
QChi,$              0.0000
AcknoLedger,"$         11,000.4197"
Nerve Finance,"$        280,515.8218"
CoverCompared,"$         13,424.7748"
Faceter,"$         68,003.5954"
Rune,"$          4,672.5375"
Coldstack,"$        243,808.8813"
Jarvis Network,"$         45,112.9600"
Swarm Markets,$             48.6573
Veil,$            221.3279
Rainbow Token,"$          2,066.0698"
Stealth,$            623.5405
ROCKI,"$        448,875.6705"
ownix,$             11.5969
Warena,"$        226,138.0765"
Minereum,$              0.0000
Digital Insurance Token,$              0.0000
Realio Network,"$        236,187.1891"
Starbase,"$        589,219.7139"
PANTHEON X,"$          5,107.1083"
MobileGo,"$         50,615.3885"
Teloscoin,"$        179,691.1061"
Sether,"$          1,629.0542"
Beamswap,"$        213,879.4082"
HempCoin,$            476.6333
TokenPay,"$         97,412.9757"
Cheems,"$          2,191.8523"
Bitcoin Plus,"$          1,149.3716"
TRAVA.FINANCE,"$        133,296.8394"
Curecoin,$            531.7759
Omnitude,$              0.0000
